Id,SalePrice
1825,130722.32
1826,103023.53
1827,107527.15
1828,128998.66
1829,109499.0
1830,145543.92
1831,114981.31
1832,87959.17
1833,141192.9
1834,122155.28
1835,100431.39
1836,113050.75
1837,111766.75
1838,130113.81
1839,97522.61
1840,134369.77
1841,133608.55
1842,93373.19
1843,132867.62
1844,139852.14
1845,144847.56
1846,143306.86
1847,187706.2
1848,57739.39
1849,133859.02
1850,120791.09
1851,156865.45
1852,121743.234
1853,121238.56
1854,161234.1
1855,134515.8
1856,214171.45
1857,173529.78
1858,119006.06
1859,115262.484
1860,145264.23
1861,113542.22
1862,276170.4
1863,246441.95
1864,246625.89
1865,308529.28
1866,275421.22
1867,209788.95
1868,278482.28
1869,182576.66
1870,186140.06
1871,209115.33
1872,175206.14
1873,223166.94
1874,146677.16
1875,185161.45
1876,188362.23
1877,191219.77
1878,198512.98
1879,123460.01
1880,119606.58
1881,218472.23
1882,246836.17
1883,190402.64
1884,203293.31
1885,212025.98
1886,279410.47
1887,186800.27
1888,228667.39
1889,173482.55
1890,120300.31
1891,127667.305
1892,103359.266
1893,137383.81
1894,123982.016
1895,147979.05
1896,124938.16
1897,112706.19
1898,124118.09
1899,152737.02
1900,146192.73
1901,170279.98
1902,154000.31
1903,205230.56
1904,134696.8
1905,175851.4
1906,136929.33
1907,226218.55
1908,103369.39
1909,115870.2
1910,116535.234
1911,191406.98
1912,261247.48
1913,132608.48
1914,63111.434
1915,236188.7
1916,86149.484
1917,228846.55
1918,147218.34
1919,165762.61
1920,150557.33
1921,327365.66
1922,252918.92
1923,279644.4
1924,206148.89
1925,208125.64
1926,357797.6
1927,132095.88
1928,164504.11
1929,128867.15
1930,149517.98
1931,138744.86
1932,139243.78
1933,179111.8
1934,170040.12
1935,162073.89
1936,170549.52
1937,181487.7
1938,170199.7
1939,250724.95
1940,190309.55
1941,166962.4
1942,175161.12
1943,208412.38
1944,302253.84
1945,384820.16
1946,129648.77
1947,294795.44
1948,176911.77
1949,219783.14
1950,162931.94
1951,255915.02
1952,207158.33
1953,153022.25
1954,190217.02
1955,135249.0
1956,325502.88
1957,161501.92
1958,276516.22
1959,148709.53
1960,116443.83
1961,112681.57
1962,89283.5
1963,103598.69
1964,105889.69
1965,133412.05
1966,124044.914
1967,265848.03
1968,335421.1
1969,372523.94
1970,354990.84
1971,413806.44
1972,310643.56
1973,253607.62
1974,280350.56
1975,457361.53
1976,243403.11
1977,320929.16
1978,377152.2
1979,353973.38
1980,199979.89
1981,339560.78
1982,195311.73
1983,195377.25
1984,167363.06
1985,194523.83
1986,198983.19
1987,170285.62
1988,174311.45
1989,188375.22
1990,204550.02
1991,213487.2
1992,195622.23
1993,166952.8
1994,233739.83
1995,179017.56
1996,249862.58
1997,294576.88
1998,328567.1
1999,242141.61
2000,301730.22
2001,232227.36
2002,213660.86
2003,244715.05
2004,249208.4
2005,200098.2
2006,212023.42
2007,258796.56
2008,199279.89
2009,185018.98
2010,185965.17
2011,152269.77
2012,161969.27
2013,176847.31
2014,182156.36
2015,169828.64
2016,180941.05
2017,182413.3
2018,128232.86
2019,125403.86
2020,110695.58
2021,96983.35
2022,188256.08
2023,133392.95
2024,331507.4
2025,319283.6
2026,172591.3
2027,151565.8
2028,153633.48
2029,151516.31
2030,243022.92
2031,198977.38
2032,204698.42
2033,217801.2
2034,154397.7
2035,197235.89
2036,174639.45
2037,175308.89
2038,300439.38
2039,203437.56
2040,283789.72
2041,281651.6
2042,210682.12
2043,172210.81
2044,180673.14
2045,176427.8
2046,144104.12
2047,142808.77
2048,138851.33
2049,133966.44
2050,162220.55
2051,125409.33
2052,127866.44
2053,141895.42
2054,82704.58
2055,127028.3
2056,151151.53
2057,122103.94
2058,217851.39
2059,139608.27
2060,169808.14
2061,174325.2
2062,129487.734
2063,120243.805
2064,131789.95
2065,112853.94
2066,141514.08
2067,158771.25
2068,138229.86
2069,82634.47
2070,106023.03
2071,100632.14
2072,121115.055
2073,132163.84
2074,155025.61
2075,137192.19
2076,108704.86
2077,150176.0
2078,120331.72
2079,122457.72
2080,112816.445
2081,114504.34
2082,97359.766
2083,141976.27
2084,111307.74
2085,127605.76
2086,109059.36
2087,112313.05
2088,96252.59
2089,81177.805
2090,118871.9
2091,115294.08
2092,125634.11
2093,105485.86
2094,116145.09
2095,123654.5
2096,84384.69
2097,88548.42
2098,133884.48
2099,48975.715
2100,84705.44
2101,94886.625
2102,124746.695
2103,97496.03
2104,148510.14
2105,137386.58
2106,77929.5
2107,186719.61
2108,113950.3
2109,119791.03
2110,142701.66
2111,129595.875
2112,126757.06
2113,105508.28
2114,111473.83
2115,158279.27
2116,116222.53
2117,139543.53
2118,130283.04
2119,115887.91
2120,105202.086
2121,101283.26
2122,121220.47
2123,99210.625
2124,148471.06
2125,110594.14
2126,148828.88
2127,177825.42
2128,133524.27
2129,96727.81
2130,141186.77
2131,122536.12
2132,113400.87
2133,122659.01
2134,115475.2
2135,85923.19
2136,104779.51
2137,114440.64
2138,126376.91
2139,142867.89
2140,131322.33
2141,156866.05
2142,130762.72
2143,151924.11
2144,132995.84
2145,130201.65
2146,152106.48
2147,152863.08
2148,120492.51
2149,140287.77
2150,175912.97
2151,97698.42
2152,163908.27
2153,196480.89
2154,111981.7
2155,142348.08
2156,318256.9
2157,230800.25
2158,240872.05
2159,212824.89
2160,181238.7
2161,227720.39
2162,327552.78
2163,328348.66
2164,202893.25
2165,181969.98
2166,149404.42
2167,189472.89
2168,186114.44
2169,187628.14
2170,193856.84
2171,155431.5
2172,129161.79
2173,164866.38
2174,239097.7
2175,256640.84
2176,301648.0
2177,259292.84
2178,201934.7
2179,134732.62
2180,178210.67
2181,187737.03
2182,201731.55
2183,182470.02
2184,123343.44
2185,135390.03
2186,129708.766
2187,143960.34
2188,138737.02
2189,74311.51
2190,72343.42
2191,72977.25
2192,96844.125
2193,109789.93
2194,114530.48
2195,135133.16
2196,111444.08
2197,107199.55
2198,158878.69
2199,151743.56
2200,142216.27
2201,134811.08
2202,171396.53
2203,156449.39
2204,185304.08
2205,129081.305
2206,140846.17
2207,188115.3
2208,221694.52
2209,237472.84
2210,104521.6
2211,106989.3
2212,107025.28
2213,110147.6
2214,154672.08
2215,111427.02
2216,143175.17
2217,70638.75
2218,99620.0
2219,71115.625
2220,87220.8
2221,236177.22
2222,228202.8
2223,255487.67
2224,191204.1
2225,143529.02
2226,179581.47
2227,188740.48
2228,213020.77
2229,229592.47
2230,156850.81
2231,199602.89
2232,184782.94
2233,176019.9
2234,205879.55
2235,222326.33
2236,258211.7
2237,292927.88
2238,167101.92
2239,130620.766
2240,148625.14
2241,149852.08
2242,118283.97
2243,128713.805
2244,88017.48
2245,74469.81
2246,123573.75
2247,99446.68
2248,127553.02
2249,113561.83
2250,117055.984
2251,157601.25
2252,157618.17
2253,152821.61
2254,175906.23
2255,168509.64
2256,171522.73
2257,207023.42
2258,151580.38
2259,170887.73
2260,139777.4
2261,173446.98
2262,198298.36
2263,310811.06
2264,332616.7
2265,151529.77
2266,244060.3
2267,369683.78
2268,383152.78
2269,136249.66
2270,177096.12
2271,172154.27
2272,168823.5
2273,149396.42
2274,174888.52
2275,143402.98
2276,167708.17
2277,166404.67
2278,148482.86
2279,124423.234
2280,123349.12
2281,171396.14
2282,181520.42
2283,97210.61
2284,110584.305
2285,127958.3
2286,117553.29
2287,359575.75
2288,280238.78
2289,395659.8
2290,461665.28
2291,320830.25
2292,398453.6
2293,471216.34
2294,386728.78
2295,489302.16
2296,296208.4
2297,279309.8
2298,362575.0
2299,357139.38
2300,303379.22
2301,236493.48
2302,229796.92
2303,273714.03
2304,233598.14
2305,189614.77
2306,183343.42
2307,194807.55
2308,217401.05
2309,273560.53
2310,200402.05
2311,189047.2
2312,166913.62
2313,173837.45
2314,168071.52
2315,180648.55
2316,197402.86
2317,164709.62
2318,177208.23
2319,176371.33
2320,175728.02
2321,201352.53
2322,171374.8
2323,168956.05
2324,161341.67
2325,210737.64
2326,165920.7
2327,201344.52
2328,204639.42
2329,177211.08
2330,178571.61
2331,331737.97
2332,340462.1
2333,311375.4
2334,265033.62
2335,253054.52
2336,286083.28
2337,205942.45
2338,239180.52
2339,217097.66
2340,410787.28
2341,232798.58
2342,221360.77
2343,220656.89
2344,225235.33
2345,228255.86
2346,203471.89
2347,204889.94
2348,227635.44
2349,183050.58
2350,244783.78
2351,250984.55
2352,269118.53
2353,279670.9
2354,159360.77
2355,163155.03
2356,146207.39
2357,188076.02
2358,196799.17
2359,141014.4
2360,115578.33
2361,131910.75
2362,266469.88
2363,128521.82
2364,135333.1
2365,193276.42
2366,173721.9
2367,216049.27
2368,198039.33
2369,229606.75
2370,152011.48
2371,161287.4
2372,202315.17
2373,268337.78
2374,289617.4
2375,251217.39
2376,326011.1
2377,306881.06
2378,148263.9
2379,182297.3
2380,153148.75
2381,163161.2
2382,189716.28
2383,208800.47
2384,230242.45
2385,143939.84
2386,133651.08
2387,133351.98
2388,113343.41
2389,132306.47
2390,142803.12
2391,135873.95
2392,116215.36
2393,150930.94
2394,136406.11
2395,199258.7
2396,150235.58
2397,165104.3
2398,133311.34
2399,54675.703
2400,69641.625
2401,100015.28
2402,144900.6
2403,130601.86
2404,163006.83
2405,152773.73
2406,131337.62
2407,121305.375
2408,134239.23
2409,131870.36
2410,164839.7
2411,117496.59
2412,156639.47
2413,131001.97
2414,146833.39
2415,130491.97
2416,118404.25
2417,126145.27
2418,123310.91
2419,132524.08
2420,121102.766
2421,156621.95
2422,100137.31
2423,122695.45
2424,147141.7
2425,281140.1
2426,115057.91
2427,144175.7
2428,157563.33
2429,111660.42
2430,124213.72
2431,123035.84
2432,129891.03
2433,145573.0
2434,134870.81
2435,141504.3
2436,105901.09
2437,109878.484
2438,124688.95
2439,104864.3
2440,105924.33
2441,65997.21
2442,88018.97
2443,131310.08
2444,116158.7
2445,83534.75
2446,133794.45
2447,167189.77
2448,129443.95
2449,107096.91
2450,124203.875
2451,121944.516
2452,199080.53
2453,115079.47
2454,150960.08
2455,131209.86
2456,126977.68
2457,119905.25
2458,130355.19
2459,118872.94
2460,130672.42
2461,122738.125
2462,133490.27
2463,114450.67
2464,187752.14
2465,131080.34
2466,115207.8
2467,111360.766
2468,80615.336
2469,71041.09
2470,161083.17
2471,199739.84
2472,172923.64
2473,90881.49
2474,62046.36
2475,204506.73
2476,95390.766
2477,140954.0
2478,163735.05
2479,111353.984
2480,147783.2
2481,127618.4
2482,126440.875
2483,114950.21
2484,122584.51
2485,124405.83
2486,146845.42
2487,155477.14
2488,142220.02
2489,145135.44
2490,136814.69
2491,99523.16
2492,187631.58
2493,146135.23
2494,141367.67
2495,102511.36
2496,268276.28
2497,150360.5
2498,103808.125
2499,89808.17
2500,129189.66
2501,133935.33
2502,121415.74
2503,58329.01
2504,240482.55
2505,207982.83
2506,255199.86
2507,361316.22
2508,254978.36
2509,204529.8
2510,205858.39
2511,177493.92
2512,201091.14
2513,201794.98
2514,277190.06
2515,145585.38
2516,159568.48
2517,150483.81
2518,165448.77
2519,218657.36
2520,206391.4
2521,192242.36
2522,203579.5
2523,113599.64
2524,138698.4
2525,136690.17
2526,132513.61
2527,121199.15
2528,120609.17
2529,122073.58
2530,128813.625
2531,225003.89
2532,216140.44
2533,187701.08
2534,220258.86
2535,302943.62
2536,226822.22
2537,222319.39
2538,179849.05
2539,171995.92
2540,184563.92
2541,177269.11
2542,173347.45
2543,126258.84
2544,109852.61
2545,119666.86
2546,126122.92
2547,124281.984
2548,151397.45
2549,146002.39
2550,875429.3
2551,136136.5
2552,120981.41
2553,83504.32
2554,86487.25
2555,97087.13
2556,88969.84
2557,101267.14
2558,201672.61
2559,154907.67
2560,131098.14
2561,109694.695
2562,130056.94
2563,133046.64
2564,161712.58
2565,154464.27
2566,161478.28
2567,133125.27
2568,216287.98
2569,192793.2
2570,105393.58
2571,213146.0
2572,136642.94
2573,201657.23
2574,312405.22
2575,108604.12
2576,134880.53
2577,150384.48
2578,78105.36
2579,72616.375
2580,115398.56
2581,106216.67
2582,121298.79
2583,263400.66
2584,160845.61
2585,182083.14
2586,195187.52
2587,179505.08
2588,138752.84
2589,144960.95
2590,193324.31
2591,204244.33
2592,257914.83
2593,250533.27
2594,164966.1
2595,189733.3
2596,309721.78
2597,193656.48
2598,279293.78
2599,332908.97
2600,232368.14
2601,147683.5
2602,76058.69
2603,76047.1
2604,85155.516
2605,82092.94
2606,150091.33
2607,196341.94
2608,236381.61
2609,163606.36
2610,121128.84
2611,145635.45
2612,148912.52
2613,116062.03
2614,121550.3
2615,153590.8
2616,148083.77
2617,155038.39
2618,182007.52
2619,181565.77
2620,168688.77
2621,181998.64
2622,185976.77
2623,235104.02
2624,323272.78
2625,380241.34
2626,156042.45
2627,153229.3
2628,413449.25
2629,505589.84
2630,328398.38
2631,475935.84
2632,395941.47
2633,300375.34
2634,391827.97
2635,152655.58
2636,177879.3
2637,160528.2
2638,282187.1
2639,167892.27
2640,146046.39
2641,108866.164
2642,189238.36
2643,94855.414
2644,123173.25
2645,97488.77
2646,87710.805
2647,101555.88
2648,154800.27
2649,144633.0
2650,123084.99
2651,141590.36
2652,371219.53
2653,243656.3
2654,272446.38
2655,336104.84
2656,278432.84
2657,344857.6
2658,295204.84
2659,286081.94
2660,330532.78
2661,364712.8
2662,333376.72
2663,257827.8
2664,251531.11
2665,302726.4
2666,288089.16
2667,174224.23
2668,176681.08
2669,180853.89
2670,267746.28
2671,180275.8
2672,178133.83
2673,189311.27
2674,192424.98
2675,156082.38
2676,183176.7
2677,186316.89
2678,253081.83
2679,230361.58
2680,253877.81
2681,322810.9
2682,315880.94
2683,399269.84
2684,287944.53
2685,338028.44
2686,250032.08
2687,310444.16
2688,214763.38
2689,196125.53
2690,401453.56
2691,195460.17
2692,153460.33
2693,190871.42
2694,156558.14
2695,185163.95
2696,180176.19
2697,187817.72
2698,169079.05
2699,175093.61
2700,162578.61
2701,145296.83
2702,119029.195
2703,118353.67
2704,148765.83
2705,118652.125
2706,112978.914
2707,130223.766
2708,132582.44
2709,108429.47
2710,123321.69
2711,242209.95
2712,362087.34
2713,175974.77
2714,145542.17
2715,163372.72
2716,140746.55
2717,212281.2
2718,232844.08
2719,155412.55
2720,161714.55
2721,123050.23
2722,153882.05
2723,123538.3
2724,127794.234
2725,132665.66
2726,147177.98
2727,193429.05
2728,179248.48
2729,141158.64
2730,146165.95
2731,125884.914
2732,140328.58
2733,150945.92
2734,174788.92
2735,138126.69
2736,160746.86
2737,113149.23
2738,134040.67
2739,153971.61
2740,127687.64
2741,138407.38
2742,155982.03
2743,158669.9
2744,145228.08
2745,128318.15
2746,138059.19
2747,155031.83
2748,139581.89
2749,145174.61
2750,118104.95
2751,129774.836
2752,180619.64
2753,144564.39
2754,210036.02
2755,132325.73
2756,92411.086
2757,71232.72
2758,81518.78
2759,141024.2
2760,118962.25
2761,148958.62
2762,151736.77
2763,158381.39
2764,167589.73
2765,245811.25
2766,141015.95
2767,85032.5
2768,128916.125
2769,135900.58
2770,120546.65
2771,105421.51
2772,124781.31
2773,178609.73
2774,130140.266
2775,95114.36
2776,127806.17
2777,124797.055
2778,82738.97
2779,121960.5
2780,100023.73
2781,96563.64
2782,115675.36
2783,122627.58
2784,111613.016
2785,130519.44
2786,59666.26
2787,118791.94
2788,91203.984
2789,154310.67
2790,103294.414
2791,124322.22
2792,54048.96
2793,148443.72
2794,101432.12
2795,117154.69
2796,99174.84
2797,165768.2
2798,124350.56
2799,116503.086
2800,80488.945
2801,99904.62
2802,115784.66
2803,145461.36
2804,134133.8
2805,104287.0
2806,92446.33
2807,147071.58
2808,139061.17
2809,126169.05
2810,118871.984
2811,157563.48
2812,147278.58
2813,145808.58
2814,150664.64
2815,100398.06
2816,215918.14
2817,140507.69
2818,130222.54
2819,153253.92
2820,144487.5
2821,100006.04
2822,171943.19
2823,308742.22
2824,178196.02
2825,168329.66
2826,127394.4
2827,125130.14
2828,245319.77
2829,186425.92
2830,220293.42
2831,168439.36
2832,263037.03
2833,246214.11
2834,205695.53
2835,217905.19
2836,185095.12
2837,141054.83
2838,151487.11
2839,184389.33
2840,185020.42
2841,195377.25
2842,207870.11
2843,146593.16
2844,162074.66
2845,123796.84
2846,196882.7
2847,192160.78
2848,201719.95
2849,206363.5
2850,250506.86
2851,221143.14
2852,204990.14
2853,222842.39
2854,134767.56
2855,184656.27
2856,200718.55
2857,184854.67
2858,188918.89
2859,110273.58
2860,125175.195
2861,126326.06
2862,182029.69
2863,123332.27
2864,249188.36
2865,139296.66
2866,157703.06
2867,96400.67
2868,90111.625
2869,81901.64
2870,138110.48
2871,84860.4
2872,47093.145
2873,94385.39
2874,124293.125
2875,88778.01
2876,143333.73
2877,136590.56
2878,137589.7
2879,132331.48
2880,88124.89
2881,166437.53
2882,165082.02
2883,171214.33
2884,173852.86
2885,193786.39
2886,222467.73
2887,84328.36
2888,125731.29
2889,65521.754
2890,78768.016
2891,140066.25
2892,67403.59
2893,93415.72
2894,76544.734
2895,288912.9
2896,232729.52
2897,183124.45
2898,144834.33
2899,199579.64
2900,145909.92
2901,186869.33
2902,186052.1
2903,348437.6
2904,331406.28
2905,136903.72
2906,169504.48
2907,112254.31
2908,127683.484
2909,136710.8
2910,76437.445
2911,75242.836
2912,160304.53
2913,70307.22
2914,78004.06
2915,84303.98
2916,71328.25
2917,164908.98
2918,134702.03
2919,205855.11
